,timestamp,source host,destination,username
108,2022-02-05 00:34:33.600,Comp 217,mac-569,Patrick Conboy
109,2022-02-05 01:14:52.800,Server-machine-667,comp 301,John Collin
110,2022-02-05 01:55:12.000,comp 26,Comp 8,David Baugh
111,2022-02-05 02:35:31.200,srv-852,esx-124,Julia Aparicio
112,2022-02-05 03:15:50.400,srv-731,Mac-341,William Harrel
113,2022-02-05 03:56:09.600,esx-253,Comp 863,Susan Poole
114,2022-02-05 04:36:28.800,mac-903,esx-157,Sherrie Deshaies
115,2022-02-05 05:16:48.000,mac-362,server150,Marjorie Steakley
116,2022-02-05 05:57:07.200,Server-machine-767,srv-990,John Koopman
117,2022-02-05 06:37:26.400,comp 73,Server-machine-623,Lois Leggett
118,2022-02-05 07:17:45.600,comp 910,esx-111,Chelsea Thompson
119,2022-02-05 07:58:04.800,comp 327,Comp 476,Carrie Scott
120,2022-02-05 08:38:24.000,esx-653,Server-machine-353,James Christensen
121,2022-02-05 09:18:43.200,Mac-340,Server-machine-580,Thad Norris
122,2022-02-05 09:59:02.400,Comp 828,comp 520,Glenn Walker
123,2022-02-05 10:39:21.600,esx-892,server413,Michael Hiebert
124,2022-02-05 11:19:40.800,comp 922,esx-292,Kathy Binion
125,2022-02-05 12:00:00.000,comp 151,Server-machine-51,Robert Lopez
126,2022-02-05 12:40:19.200,srv-510,Server-machine-677,Gwendolyn Comer
127,2022-02-05 13:20:38.400,server242,server217,Carrie Ponce
128,2022-02-05 14:00:57.600,comp 335,Mac-871,Gloria Manchester
129,2022-02-05 14:41:16.800,srv-664,srv-266,Marcia Flaherty
130,2022-02-05 15:21:36.000,comp 802,mac-543,Joel Davis
131,2022-02-05 16:01:55.200,srv-517,srv-874,Mary Keeler
132,2022-02-05 16:42:14.400,mac-629,Server-machine-928,Matthew Cameron
133,2022-02-05 17:22:33.600,mac-71,Server-machine-644,Zachary Craig
134,2022-02-05 18:02:52.800,server383,comp 712,Christopher Kral
135,2022-02-05 18:43:12.000,srv-628,Comp 413,Joseph Little
136,2022-02-05 19:23:31.200,server422,Comp 485,Lloyd Story
137,2022-02-05 20:03:50.400,Server-machine-801,Comp 549,Julie Schenck
138,2022-02-05 20:44:09.600,server480,mac-380,James Cardona
139,2022-02-05 21:24:28.800,esx-146,esx-575,Doreen Jones
140,2022-02-05 22:04:48.000,Mac-747,mac-539,Jo Morin
141,2022-02-05 22:45:07.200,srv-297,Server-machine-389,Ethel Mitchell
142,2022-02-05 23:25:26.400,esx-972,srv-81,Candice Lange
143,2022-02-06 00:05:45.600,comp 337,Mac-756,Angel Simoneavd
144,2022-02-06 00:46:04.800,server393,server981,Lori Borges
145,2022-02-06 01:26:24.000,Mac-294,Server-machine-201,Richard Smith
146,2022-02-06 02:06:43.200,srv-545,Server-machine-44,Joe Coleman
147,2022-02-06 02:47:02.400,server333,Server-machine-489,Lawrence Bryan
148,2022-02-06 03:27:21.600,comp 998,mac-365,William Lewis
149,2022-02-06 04:07:40.800,Comp 301,server753,Marjorie Floyd
150,2022-02-06 04:48:00.000,Mac-440,Server-machine-867,Paul Mccarter
151,2022-02-06 05:28:19.200,mac-816,srv-46,Jason Spencer
152,2022-02-06 06:08:38.400,server786,Server-machine-374,Joseph Starks
153,2022-02-06 06:48:57.600,Comp 398,Comp 14,John Spillett
154,2022-02-06 07:29:16.800,server750,srv-718,Joseph Martin
155,2022-02-06 08:09:36.000,esx-674,Server-machine-75,Regina Smith
156,2022-02-06 08:49:55.200,server414,Mac-67,Velda Williams
157,2022-02-06 09:30:14.400,comp 576,Server-machine-235,Andrew Nebergall
158,2022-02-06 10:10:33.600,Mac-643,mac-666,Diane Kressler
159,2022-02-06 10:50:52.800,comp 428,esx-819,Terry Llanas
160,2022-02-06 11:31:12.000,Server-machine-469,Mac-29,Diane Forsman
161,2022-02-06 12:11:31.200,Server-machine-700,esx-412,Maria Whitfield
162,2022-02-06 12:51:50.400,Server-machine-40,Mac-817,Irene Neil
163,2022-02-06 13:32:09.600,Server-machine-918,srv-198,Justin Vinson
164,2022-02-06 14:12:28.800,mac-221,esx-34,Ginger Sartin
165,2022-02-06 14:52:48.000,mac-124,srv-186,Steve Clark
166,2022-02-06 15:33:07.200,Comp 690,Mac-618,Duane Artis
167,2022-02-06 16:13:26.400,Server-machine-253,Mac-666,Dorothy Mills
168,2022-02-06 16:53:45.600,Server-machine-558,srv-756,Amy Hopper
169,2022-02-06 17:34:04.800,srv-847,Mac-313,David Simmons
170,2022-02-06 18:14:24.000,comp 533,srv-980,James Garcia
171,2022-02-06 18:54:43.200,Mac-136,Mac-412,Kelly Dellano
172,2022-02-06 19:35:02.400,comp 758,Mac-350,Antonietta Sheets
173,2022-02-06 20:15:21.600,comp 107,Mac-508,Christine Stpierre
174,2022-02-06 20:55:40.800,comp 74,mac-762,Tammy Sykes
175,2022-02-06 21:36:00.000,Server-machine-161,mac-31,Raymond Bunker
176,2022-02-06 22:16:19.200,esx-405,server288,Lina Wilson
177,2022-02-06 22:56:38.400,srv-964,Mac-491,Anna Swenson
178,2022-02-06 23:36:57.600,Mac-795,server66,Willie Siciliano
179,2022-02-07 00:17:16.800,server129,esx-132,Todd Sims
180,2022-02-07 00:57:36.000,esx-726,Server-machine-641,Elizabeth Tobey
181,2022-02-07 01:37:55.200,srv-949,Server-machine-457,Debra Robinson
182,2022-02-07 02:18:14.400,Server-machine-272,Comp 886,Paula Hornbacher
183,2022-02-07 02:58:33.600,esx-782,server984,Sterling Craig
184,2022-02-07 03:38:52.800,server62,Comp 470,Peter Merrell
185,2022-02-07 04:19:12.000,esx-534,srv-160,Jamaal Hawkins
186,2022-02-07 04:59:31.200,esx-736,comp 703,George Dunning
187,2022-02-07 05:39:50.400,Server-machine-748,srv-473,Mary Ulatowski
188,2022-02-07 06:20:09.600,Mac-663,mac-98,Audrey Kelm
189,2022-02-07 07:00:28.800,Comp 453,esx-913,John Copes
190,2022-02-07 07:40:48.000,comp 125,mac-82,Francis Kimes
191,2022-02-07 08:21:07.200,comp 918,server471,Elaine Urbina
192,2022-02-07 09:01:26.400,server930,comp 437,Nathan Konieczny
193,2022-02-07 09:41:45.600,Server-machine-45,mac-697,Chad Wilson
194,2022-02-07 10:22:04.800,Comp 272,Comp 117,Mary Mason
195,2022-02-07 11:02:24.000,Comp 602,Comp 945,Robbie Klinger
196,2022-02-07 11:42:43.200,Server-machine-413,Mac-457,Dana Kampa
197,2022-02-07 12:23:02.400,srv-842,Comp 532,Wyatt Wallace
198,2022-02-07 13:03:21.600,comp 103,Server-machine-935,James Koontz
199,2022-02-07 13:43:40.800,Mac-266,comp 13,Gary Sumpter
200,2022-02-07 14:24:00.000,esx-168,Comp 432,Anne Ishihara
201,2022-02-07 15:04:19.200,esx-436,srv-605,Amanda Frazier
202,2022-02-07 15:44:38.400,Mac-95,esx-945,Irving Edward
203,2022-02-07 16:24:57.600,esx-718,mac-173,Aida Richard
204,2022-02-07 17:05:16.800,esx-784,srv-290,Helen Graban
205,2022-02-07 17:45:36.000,mac-988,server471,Daniel Murillo
206,2022-02-07 18:25:55.200,esx-129,esx-926,Beth Lee
207,2022-02-07 19:06:14.400,esx-260,srv-12,Jean Turner
208,2022-02-07 19:46:33.600,Comp 569,srv-197,Norman Rees
209,2022-02-07 20:26:52.800,mac-188,srv-577,Ellen Tritto
210,2022-02-07 21:07:12.000,Server-machine-631,Mac-513,Deanna Wilder
211,2022-02-07 21:47:31.200,Comp 160,server146,Kathy Dean
212,2022-02-07 22:27:50.400,Server-machine-463,Mac-709,Cecil Snow
213,2022-02-07 23:08:09.600,Server-machine-359,srv-954,Jennifer Marsden
214,2022-02-07 23:48:28.800,server657,Mac-104,Jeffery Johnson
215,2022-02-08 00:28:48.000,server947,Mac-247,Jena Betancourt
216,2022-02-08 01:09:07.200,srv-953,mac-435,Gary Smolder
217,2022-02-08 01:49:26.400,comp 186,Comp 95,Linda Chon
218,2022-02-08 02:29:45.600,srv-175,Comp 12,Rodney Desmarais
219,2022-02-08 03:10:04.800,srv-867,Comp 809,Mary Modglin
220,2022-02-08 03:50:24.000,Comp 418,Server-machine-837,Kathleen Jones
221,2022-02-08 04:30:43.200,Server-machine-365,comp 565,Mabel Stevens
222,2022-02-08 05:11:02.400,server733,comp 161,Jeannine Hines
223,2022-02-08 05:51:21.600,Server-machine-608,Mac-7,Natalia Sheppard
224,2022-02-08 06:31:40.800,mac-321,server408,Michael Hummer
225,2022-02-08 07:12:00.000,mac-887,Server-machine-423,Hazel Ruppe
226,2022-02-08 07:52:19.200,Comp 445,Comp 874,Phillip Dill
227,2022-02-08 08:32:38.400,Mac-766,srv-219,Sandra Anderson
228,2022-02-08 09:12:57.600,Mac-725,esx-389,Dale Hullinger
229,2022-02-08 09:53:16.800,mac-369,Server-machine-562,Ruth Kelly
230,2022-02-08 10:33:36.000,Mac-357,esx-219,Laurie Martinez
231,2022-02-08 11:13:55.200,srv-548,server804,Robert Murphy
232,2022-02-08 11:54:14.400,Comp 416,Server-machine-69,Eric Broadway
233,2022-02-08 12:34:33.600,esx-554,server922,Jeffery Wonders
234,2022-02-08 13:14:52.800,srv-325,srv-338,Michelle Guerrero
235,2022-02-08 13:55:12.000,server702,Comp 567,Janet Virtue
236,2022-02-08 14:35:31.200,srv-360,esx-856,Marilyn Jones
237,2022-02-08 15:15:50.400,Server-machine-647,srv-739,Jasmin Norwood
238,2022-02-08 15:56:09.600,srv-608,Mac-797,Deandre Torros
239,2022-02-08 16:36:28.800,mac-508,mac-688,Bobby Espinoza
240,2022-02-08 17:16:48.000,Comp 583,comp 73,Jessica Carr
241,2022-02-08 17:57:07.200,Comp 821,Comp 871,Kelly Towe
242,2022-02-08 18:37:26.400,server793,server543,Muriel Gonzales
243,2022-02-08 19:17:45.600,comp 207,esx-768,Eleonora Macfarland
244,2022-02-08 19:58:04.800,comp 940,Server-machine-677,William Richie
245,2022-02-08 20:38:24.000,Comp 616,server843,Elliot Hartley
246,2022-02-08 21:18:43.200,esx-623,srv-981,Dori Kennedy
247,2022-02-08 21:59:02.400,server62,comp 262,Louis Albert
248,2022-02-08 22:39:21.600,server532,mac-570,Charles Pineda
249,2022-02-08 23:19:40.800,Mac-122,esx-579,Young Seabrook
250,2022-02-09 00:00:00.000,Comp 266,comp 67,Charles Schaaf
251,2022-02-09 00:40:19.200,server24,comp 13,Manuel Mcdonald
252,2022-02-09 01:20:38.400,esx-861,srv-273,Helene Pressley
253,2022-02-09 02:00:57.600,comp 475,server141,Danielle Treat
254,2022-02-09 02:41:16.800,Mac-502,Comp 485,Ross Cloud
255,2022-02-09 03:21:36.000,Mac-749,Server-machine-680,Walter Haynes
256,2022-02-09 04:01:55.200,comp 555,srv-591,Bertha Simcoe
257,2022-02-09 04:42:14.400,comp 821,server649,Joe Atherton
258,2022-02-09 05:22:33.600,server429,Server-machine-249,Mary Vanscyoc
259,2022-02-09 06:02:52.800,comp 78,Comp 925,Tracy Bridges
260,2022-02-09 06:43:12.000,server957,Comp 874,Maria Gombert
261,2022-02-09 07:23:31.200,esx-397,Comp 209,Thomas Sykes
262,2022-02-09 08:03:50.400,srv-293,Server-machine-11,Richard Walker
263,2022-02-09 08:44:09.600,Comp 845,Server-machine-963,Cheyenne Goldberg
264,2022-02-09 09:24:28.800,Comp 450,mac-594,Glen Oakden
265,2022-02-09 10:04:48.000,srv-116,Mac-438,Samuel Guevara
266,2022-02-09 10:45:07.200,Comp 992,Mac-517,Yvonne Landreneau
267,2022-02-09 11:25:26.400,mac-971,esx-834,Marissa Autrey
268,2022-02-09 12:05:45.600,srv-552,Mac-125,Darlene Cooper
269,2022-02-09 12:46:04.800,comp 958,mac-948,James Perez
270,2022-02-09 13:26:24.000,comp 256,srv-960,Dan Hedman
271,2022-02-09 14:06:43.200,Mac-997,Server-machine-131,Thomas Boucher
272,2022-02-09 14:47:02.400,esx-598,Mac-588,Matthew Kendall
273,2022-02-09 15:27:21.600,Server-machine-694,Server-machine-997,Nestor Hensley
274,2022-02-09 16:07:40.800,Comp 602,Mac-261,Eric Andersen
275,2022-02-09 16:48:00.000,server33,comp 982,Hattie Sellers
276,2022-02-09 17:28:19.200,Mac-517,srv-354,Robert Miller
277,2022-02-09 18:08:38.400,srv-403,Comp 997,Ivana Ewert
278,2022-02-09 18:48:57.600,comp 649,esx-301,Mary Macias
279,2022-02-09 19:29:16.800,srv-987,server145,Michael Mortensen
280,2022-02-09 20:09:36.000,comp 753,esx-488,Rose Oneal
281,2022-02-09 20:49:55.200,server572,esx-31,Valerie Proctor
282,2022-02-09 21:30:14.400,server466,Mac-130,John Huston
283,2022-02-09 22:10:33.600,srv-556,Server-machine-372,Joseph Washburn
284,2022-02-09 22:50:52.800,server16,Comp 739,Anne Quagliano
285,2022-02-09 23:31:12.000,Comp 379,server595,Lola Harrell
286,2022-02-10 00:11:31.200,srv-839,mac-703,Elaine Harris
287,2022-02-10 00:51:50.400,comp 496,comp 984,Clarence Gonzalez
288,2022-02-10 01:32:09.600,Mac-22,Comp 406,Elda Marshall
289,2022-02-10 02:12:28.800,server696,comp 254,Louis Seibert
290,2022-02-10 02:52:48.000,Comp 960,srv-138,Sarah Gailey
291,2022-02-10 03:33:07.200,mac-526,Comp 577,Timothy Hasting
292,2022-02-10 04:13:26.400,Server-machine-857,Comp 514,Michael Wilcox
293,2022-02-10 04:53:45.600,Server-machine-672,Server-machine-727,Linda Carvajal
294,2022-02-10 05:34:04.800,server119,Server-machine-611,Ruth Hanes
295,2022-02-10 06:14:24.000,mac-203,mac-985,Jean Herring
296,2022-02-10 06:54:43.200,Server-machine-363,mac-119,Joy Bouchard
297,2022-02-10 07:35:02.400,srv-746,comp 892,Alan Waters
298,2022-02-10 08:15:21.600,srv-418,Server-machine-154,Bessie Monroe
299,2022-02-10 08:55:40.800,mac-793,Server-machine-888,Ana Donaldson
300,2022-02-10 09:36:00.000,mac-150,mac-920,Paul Kolodziej
301,2022-02-10 10:16:19.200,Comp 743,esx-34,Ronald Ames
302,2022-02-10 10:56:38.400,esx-443,comp 240,Emily Alton
303,2022-02-10 11:36:57.600,mac-17,comp 471,Isabel Fackrell
304,2022-02-10 12:17:16.800,Comp 438,comp 597,Katherine Key
305,2022-02-10 12:57:36.000,server617,Comp 579,Fannie Rippy
306,2022-02-10 13:37:55.200,server155,Comp 365,Steven Stollings
307,2022-02-10 14:18:14.400,comp 36,Comp 836,Mamie Hill
308,2022-02-10 14:58:33.600,Server-machine-142,esx-8,Teresa Boothe
309,2022-02-10 15:38:52.800,srv-545,Server-machine-620,Ronnie Baker
310,2022-02-10 16:19:12.000,Comp 972,srv-317,Lisa Abram
311,2022-02-10 16:59:31.200,comp 929,comp 734,Mark Henry
312,2022-02-10 17:39:50.400,server523,srv-706,Brandi Howard
313,2022-02-10 18:20:09.600,Comp 500,Comp 296,James Bradley
314,2022-02-10 19:00:28.800,Comp 57,srv-348,Mary Shepherd
315,2022-02-10 19:40:48.000,Mac-47,Server-machine-37,Simon Jones
316,2022-02-10 20:21:07.200,comp 300,mac-617,Robert Onisick
317,2022-02-10 21:01:26.400,mac-409,comp 708,Maria Halbert
318,2022-02-10 21:41:45.600,Mac-128,Comp 585,Jarrod Orton
319,2022-02-10 22:22:04.800,server9,Server-machine-188,Greg Gladstone
320,2022-02-10 23:02:24.000,Mac-863,mac-990,Gary Koral
321,2022-02-10 23:42:43.200,esx-299,comp 280,Judith Ogren
322,2022-02-11 00:23:02.400,Mac-941,comp 121,Connie Rose
323,2022-02-11 01:03:21.600,Server-machine-345,comp 241,Ann Stanislawski
324,2022-02-11 01:43:40.800,mac-813,server789,Melissa Key
325,2022-02-11 02:24:00.000,server955,comp 665,Dorothy Perkins
326,2022-02-11 03:04:19.200,server726,esx-48,Christine Jessen
327,2022-02-11 03:44:38.400,mac-843,server193,Amber Aguilar
328,2022-02-11 04:24:57.600,server76,server877,Kathleen Henry
329,2022-02-11 05:05:16.800,srv-857,Server-machine-141,Major Taylor
330,2022-02-11 05:45:36.000,Server-machine-703,server646,Roslyn Signorile
331,2022-02-11 06:25:55.200,server740,Server-machine-402,James Peterson
332,2022-02-11 07:06:14.400,comp 504,srv-588,Sandra Willis
333,2022-02-11 07:46:33.600,comp 444,server65,Eugene Cantave
334,2022-02-11 08:26:52.800,mac-464,Comp 836,Tammy Simmons
335,2022-02-11 09:07:12.000,Comp 242,Mac-411,Antonio Elliott
336,2022-02-11 09:47:31.200,comp 350,srv-335,Karen Risenhoover
337,2022-02-11 10:27:50.400,Comp 158,server487,Anne Dow
338,2022-02-11 11:08:09.600,server802,esx-687,Anita Buchner
339,2022-02-11 11:48:28.800,esx-505,Server-machine-574,Karla Steege
340,2022-02-11 12:28:48.000,esx-350,Mac-367,Larry Draper
341,2022-02-11 13:09:07.200,srv-554,esx-322,William Bailey
342,2022-02-11 13:49:26.400,Comp 172,Server-machine-715,Marilyn Braden
343,2022-02-11 14:29:45.600,srv-839,server696,Kristina Yarberry
344,2022-02-11 15:10:04.800,Comp 532,Mac-841,Michael Boettcher
345,2022-02-11 15:50:24.000,esx-29,mac-692,Matthew Blake
346,2022-02-11 16:30:43.200,server759,server95,Harriet Lucero
347,2022-02-11 17:11:02.400,mac-275,comp 422,Robert Chin
348,2022-02-11 17:51:21.600,comp 428,esx-937,Arvilla Romero
349,2022-02-11 18:31:40.800,server126,comp 981,Dawn Sterling
350,2022-02-11 19:12:00.000,Server-machine-139,Server-machine-305,William Whitley
351,2022-02-11 19:52:19.200,Comp 247,comp 430,Stacey Campbell
352,2022-02-11 20:32:38.400,comp 123,Mac-584,Eunice Chen
353,2022-02-11 21:12:57.600,Server-machine-875,Comp 669,Lucas Neal
354,2022-02-11 21:53:16.800,srv-711,Comp 974,Harriet Agudo
355,2022-02-11 22:33:36.000,Comp 92,Mac-729,Tina Smith
356,2022-02-11 23:13:55.200,Comp 298,srv-814,Dawn Holbrook
357,2022-02-11 23:54:14.400,Mac-127,comp 600,Elsa Dyer
358,2022-02-12 00:34:33.600,Comp 574,server591,Cheri Brush
359,2022-02-12 01:14:52.800,Mac-763,comp 190,Kenny Gallegos
360,2022-02-12 01:55:12.000,Server-machine-456,mac-485,Katherine White
361,2022-02-12 02:35:31.200,Server-machine-634,Mac-274,Mary Williamson
362,2022-02-12 03:15:50.400,comp 418,comp 12,Elnora Wells
363,2022-02-12 03:56:09.600,esx-939,Comp 783,Nick Mclauglin
364,2022-02-12 04:36:28.800,esx-161,Mac-620,Johnny King
365,2022-02-12 05:16:48.000,Comp 166,esx-414,Peter Bukhari
366,2022-02-12 05:57:07.200,comp 796,Mac-185,Barbara Miller
367,2022-02-12 06:37:26.400,esx-205,Mac-951,Claire Thomas
368,2022-02-12 07:17:45.600,Comp 224,esx-878,Patricia Schilling
369,2022-02-12 07:58:04.800,Comp 148,server183,Ronald Bodrick
370,2022-02-12 08:38:24.000,esx-68,Mac-818,David Morgan
371,2022-02-12 09:18:43.200,server339,comp 476,Ian Corbin
372,2022-02-12 09:59:02.400,server905,Mac-944,Marilyn Turner
373,2022-02-12 10:39:21.600,comp 376,esx-985,Doris Gerber
374,2022-02-12 11:19:40.800,Comp 565,comp 973,Madeline Mendoza
375,2022-02-12 12:00:00.000,comp 499,esx-459,Julie Mcknight
376,2022-02-12 12:40:19.200,esx-485,srv-691,Dominic Morgan
377,2022-02-12 13:20:38.400,srv-597,server716,Maxine Mayo
378,2022-02-12 14:00:57.600,srv-316,Comp 672,Jimmy Engel
379,2022-02-12 14:41:16.800,esx-557,Comp 632,Tom Lindsey
380,2022-02-12 15:21:36.000,esx-627,comp 657,Kimberly Morton
381,2022-02-12 16:01:55.200,Server-machine-998,Server-machine-14,James Bergman
382,2022-02-12 16:42:14.400,Server-machine-335,server632,Emilio Mccall
383,2022-02-12 17:22:33.600,server716,server592,Janice Estes
384,2022-02-12 18:02:52.800,mac-210,Comp 713,Jaime Carranza
385,2022-02-12 18:43:12.000,Server-machine-691,server608,James Ingram
